Name,club,overall,player_positions
Jordi Alba Ramos,FC Barcelona,87,LB
Ciro Immobile,Lazio,87,ST
Keylor Navas,Real Madrid,87,GK
Leroy Sané,Manchester City,86,"LW, RW"
Raphaël Varane,Real Madrid,86,CB
Ederson Santana de Moraes,Manchester City,86,GK
Marco Verratti,Paris Saint-Germain,86,"CM, CDM"
Roberto Firmino Barbosa de Oliveira,Liverpool,86,"CF, ST"
César Azpilicueta Tanco,Chelsea,86,CB
Sadio Mané,Liverpool,86,"LW, RW"
Fernando Luiz Rosa,Manchester City,86,CDM
Ronaldo  Aparecido Rodrigues,FC Schalke 04,86,CB
Mesut Özil,Arsenal,86,"CAM, RM, RW"
Medhi Amine El Mouttaqi Benatia,Juventus,86,CB
Miralem Pjanić,Juventus,86,"CM, CDM"
Ivan Perišić,Inter,86,LM
Jérôme Boateng,FC Bayern München,86,CB
Leonardo Bonucci,Juventus,86,CB
Thiago Alcântara do Nascimento,FC Bayern München,86,"CM, CAM, CDM"
Daniel Parejo Muñoz,Valencia CF,86,"CM, CAM, CDM"
Thomas Müller,FC Bayern München,86,"CF, RW, CAM, ST"
Douglas Costa de Souza,Juventus,86,"LM, RW, LW"
Alex Sandro Lobo Silva,Juventus,86,"LB, LM"
Nemanja Matić,Manchester United,86,"CDM, CM"
Nicolás Hernán Otamendi,Manchester City,86,CB
Marco Asensio Willemsen,Real Madrid,85,"LW, CAM, RW"
Milan Škriniar,Inter,85,CB
Saúl Ñíguez Esclápez,Atlético Madrid,85,"CM, LM, RM"
Alisson Ramses Becker,Liverpool,85,GK
Sergej Milinković-Savić,Lazio,85,"CM, CAM"
Fábio Henrique Tavares,Liverpool,85,CDM
Nabil Fekir,Olympique Lyonnais,85,"CAM, ST"
Raheem Sterling,Manchester City,85,"RW, LW, CF"
Joshua Kimmich,FC Bayern München,85,"RB, CM, CB, CDM"
Kostas Manolas,Roma,85,CB
David Olatukunbo Alaba,FC Bayern München,85,"LB, CB, CM"
Virgil van Dijk,Liverpool,85,CB
Toby Alderweireld,Tottenham Hotspur,85,CB
Jorge Resurrección Merodio,Atlético Madrid,85,"LM, CM, RM"
Arjen Robben,FC Bayern München,85,"RM, RW"
Zlatan Ibrahimović,LA Galaxy,85,ST
Képler Laveran Lima Ferreira,Beşiktaş JK,85,CB
Vincent Kompany,Manchester City,85,CB
Franck Bilal Ribéry,FC Bayern München,85,"LM, LW"
Filipe Luís Kasmirski,Atlético Madrid,85,LB
Radamel Falcao García Zárate,AS Monaco,85,ST
João Miranda de Souza Filho,Inter,85,CB
Blaise Matuidi,Juventus,85,"CDM, CM"
Radja Nainggolan,Inter,85,"CM, CAM"
Diego da Silva Costa,Atlético Madrid,85,ST
Sami Khedira,Juventus,85,"CM, CDM"
Edin Džeko,Roma,85,ST
Arturo Vidal,FC Barcelona,85,"CDM, CM"
Yacine Brahimi,FC Porto,85,LM
José Paulo Bezzera Maciel Júnior,Guangzhou Evergrande Taobao FC,85,"CM, CAM, CDM, RM"
Marco Reus,Borussia Dortmund,85,"LM, CAM, ST, LW"
Iago Aspas Juncal,RC Celta,85,"RW, ST"
Riyad Mahrez,Manchester City,85,"RW, RM"
Bamidele Alli,Tottenham Hotspur,84,CAM
Niklas Süle,FC Bayern München,84,CB
Bernardo Mota Veiga de Carvalho e Silva,Manchester City,84,"RW, CAM"
Mattia Perin,Juventus,84,GK
Marcos  Aoás Corrêa,Paris Saint-Germain,84,"CB, CDM"
Davinson Sánchez,Tottenham Hotspur,84,CB
José María Giménez de Vargas,Atlético Madrid,84,"CB, RB"
Bernd Leno,Arsenal,84,GK
Sergio Roberto Carnicer,FC Barcelona,84,"RB, RM"
Daniel Carvajal Ramos,Real Madrid,84,RB
Florian Thauvin,Olympique de Marseille,84,"RM, RW"
Luiz Frello Filho Jorge,Chelsea,84,CM
Alex Nicolao Telles,FC Porto,84,LB
Wojciech  Szczęsny,Juventus,84,GK
Stefan de Vrij,Inter,84,CB
Anthony Lopes,Olympique Lyonnais,84,GK
William Silva de Carvalho,Real Betis,84,"CDM, CM"
Sergio  Asenjo Andrés,Villarreal CF,84,GK
İlkay Gündoğan,Manchester City,84,"CM, CDM"
Alexandre Lacazette,Arsenal,84,ST
Norberto Murara Neto,Valencia CF,84,GK
Rodrigo Moreno Machado,Valencia CF,84,"ST, RW, LW"
손흥민 孙兴慜,Tottenham Hotspur,84,"LM, ST"
Ricardo Andrade Quaresma Bernardo,Beşiktaş JK,84,"RM, LM"
Andrea Barzagli,Juventus,84,CB
Alejandro Darío Gómez,Atalanta,84,"CF, LW, ST"
Raúl Albiol Tortajada,Napoli,84,CB
Moussa Sidi Yaya Dembélé,Tottenham Hotspur,84,"CM, CDM"
Francesc Fàbregas i Soler,Chelsea,84,"CM, CDM"
Kasper Schmeichel,Leicester City,84,GK
Karim Benzema,Real Madrid,84,ST
Stéphane Ruffier,AS Saint-Étienne,84,GK
Sokratis Papastathopoulos,Arsenal,84,CB
Jonas Gonçalves Oliveira,SL Benfica,84,ST
Dimitri  Payet,Olympique de Marseille,84,"CAM, LM"
Javier Martínez Aginaga,FC Bayern München,84,"CDM, CB"
Willian Borges da Silva,Chelsea,84,"RW, RM"
Mario Mandžukić,Juventus,84,"ST, LW"
Ángel Fabián Di María Hernández,Paris Saint-Germain,84,"RW, LW"
José María Callejón Bueno,Napoli,84,RW
Kyle Walker,Manchester City,84,"RB, RWB, CB"
Asier Illarramendi Andonegi,Real Sociedad,84,"CM, CDM"
Lukáš Hrádecký,Bayer 04 Leverkusen,84,GK
Henrikh Mkhitaryan,Arsenal,84,"CAM, RW, RM, LM"
Juan Cuadrado,Juventus,84,"RM, RW"
Gabriel Fernando de Jesus,Manchester City,83,ST
Kepa Arrizabalaga,Chelsea,83,GK
Malcom Filipe Silva de Oliveira,FC Barcelona,83,RW
Mateo Kovačić,Chelsea,83,CM
Anthony Martial,Manchester United,83,"LW, ST, LM"
Thomas Lemar,Atlético Madrid,83,"LM, CAM"
Presnel Kimpembe,Paris Saint-Germain,83,CB
Memphis Depay,Olympique Lyonnais,83,"ST, LW"
Leon Goretzka,FC Bayern München,83,"CM, CAM, CDM"
Aymeric  Laporte,Manchester City,83,CB
Jonathan Tah,Bayer 04 Leverkusen,83,CB
Corentin Tolisso,FC Bayern München,83,"CM, CDM"
Naby Keïta,Liverpool,83,"CM, CDM, CAM"
Timo Horn,1. FC Köln,83,GK
Adrien Rabiot,Paris Saint-Germain,83,"CM, CDM"
Samuel Castillejo Azuaga,Milan,83,"RM, LM, CM"
Timo Werner,RB Leipzig,83,ST
Bruno Miguel Borges Fernandes,Sporting CP,83,"CAM, CM"
Kingsley Coman,FC Bayern München,83,"LM, RM, LW, RW"
Gonçalo Manuel Ganchinho Guedes,Valencia CF,83,"LM, ST, RM, LW"
Willian José da Silva,Real Sociedad,83,ST
Danilo Luís Hélio Pereira,FC Porto,83,"CDM, CB, CM"
Álvaro Borja Morata Martín,Chelsea,83,ST
Julian Draxler,Paris Saint-Germain,83,"CM, LW, LM, CAM"
Stefan Savić,Atlético Madrid,83,CB
Jordan Pickford,Everton,83,GK
Manuel Trigueros Muñoz,Villarreal CF,83,"CM, CDM, LM"
Yannick Ferreira Carrasco,Dalian YiFang FC,83,LM
José Ignacio Fernández Iglesias,Real Madrid,83,"CB, LB, RB"
Gerard Moreno Balagueró,Villarreal CF,83,ST
Ralf Fährmann,FC Schalke 04,83,GK
Oliver Baumann,TSG 1899 Hoffenheim,83,GK
Quincy Anton Promes,Sevilla FC,83,"LM, ST, RM"
José Manuel  Reina Páez,Milan,83,GK
Daniele De Rossi,Roma,83,CDM
Aritz Aduriz Zubeldia,Athletic Club de Bilbao,83,ST
Steve Mandanda,Olympique de Marseille,83,GK
Emiliano Viviano,Sporting CP,83,GK
Lucas  Pezzini Leiva,Lazio,83,"CDM, CB"
Rui Pedro dos Santos Patrício,Wolverhampton Wanderers,83,GK
Antonio Adán Garrido,Atlético Madrid,83,GK
Juan Manuel Mata García,Manchester United,83,"RM, RW, CAM"
Éver Maximiliano David Banega,Sevilla FC,83,"CAM, CM, CDM"
David Luiz Moreira Marinho,Chelsea,83,CB
Giuliano Victor de Paula,Al Nassr,83,"CAM, RW"
Luiz Gustavo Dias,Olympique de Marseille,83,"CDM, CB"
Mario  Barwuah Balotelli,OGC Nice,83,ST
Bas Dost,Sporting CP,83,ST
香川 真司,Borussia Dortmund,83,"CAM, CM, CF"
Kevin Strootman,Olympique de Marseille,83,"CM, CDM"
Kamil Glik,AS Monaco,83,CB
Danijel Subašić,AS Monaco,83,GK
Luís Miguel Afonso Fernandes,SL Benfica,83,CM
Felipe Augusto de Almeida Monteiro,FC Porto,83,CB
Lucas Vázquez Iglesias,Real Madrid,83,"RW, RM"
Lourival Adnan Beretta Barbosa,Atlético Mineiro,83,"ST, CF"
Josué Durval Chiamulera Vaz,Grêmio,83,CB
Ronaldo Jailson Cabrais Petri,Grêmio,83,"RW, CAM"
Gianluigi Donnarumma,Milan,82,GK
Ousmane Dembélé,FC Barcelona,82,"RW, LW, CM"
Arthur Henrique Ramos Oliveira Melo,FC Barcelona,82,"CM, CDM"
Alessio Romagnoli,Milan,82,CB
Anderson Souza Conceição,Guangzhou Evergrande Taobao FC,82,"CAM, CF, CM"
Andreas Christensen,Chelsea,82,CB
Clément Lenglet,FC Barcelona,82,CB
Lucas Hernández,Atlético Madrid,82,"LB, CB"
Leon Bailey Butler,Bayer 04 Leverkusen,82,"LM, RM"
Serge Gnabry,FC Bayern München,82,"LM, ST, CAM, LW"
Thomas Partey,Atlético Madrid,82,"CDM, CM, RM, RB"
Julian Brandt,Bayer 04 Leverkusen,82,"LM, RM, CAM"
Luis Alberto Romero Alconchel,Lazio,82,"CF, CAM, CM"
Rafael Alcântara do Nascimento,FC Barcelona,82,"CAM, CM"
Jesús Joaquín Fernández Sáez,Milan,82,"RW, CF"
John Stones,Manchester City,82,CB
Andrea Belotti,Torino,82,ST
Federico Bernardeschi,Juventus,82,"RM, CF"
Pau López Sabata,Real Betis,82,GK
Eric Bailly,Manchester United,82,CB
Gelson Dany Batalha Martins,Atlético Madrid,82,RM
Rodrigo Hernández Cascante,Atlético Madrid,82,"CM, CDM"
Hakim Ziyech,Ajax,82,"CAM, RW"
Daniele Rugani,Juventus,82,CB
Mario Götze,Borussia Dortmund,82,"CM, CAM, CF"
Koen Casteels,VfL Wolfsburg,82,GK
Wilfried Zaha,Crystal Palace,82,"CF, LM, RM"
Geoffrey Kondogbia,Valencia CF,82,"CM, CDM"
Felipe  Anderson Pereira Gomes,West Ham United,82,"LM, CF, RM"
Frederico R. de Paula Santos,Manchester United,82,"CM, CDM"
Jiří Pavlenka,SV Werder Bremen,82,GK
Shkodran Mustafi,Arsenal,82,CB
Harry Maguire,Leicester City,82,CB
Emil Forsberg,RB Leipzig,82,"CAM, LM"
Yann Sommer,Borussia Mönchengladbach,82,GK
Georginio Wijnaldum,Liverpool,82,CM
Ömer Toprak,Borussia Dortmund,82,CB
Aaron Ramsey,Arsenal,82,"CM, CDM, CAM"
Oscar dos Santos Emboaba Júnior,Shanghai SIPG FC,82,"CAM, CM"
Marcos Alonso Mendoza,Chelsea,82,"LB, LWB"
Víctor Ruíz Torre,Villarreal CF,82,CB
Sebastián Coates Nión,Sporting CP,82,CB
Marc Bartra Aregall,Real Betis,82,"CB, RB"
Cédric Bakambu,Beijing Sinobo Guoan FC,82,ST
Lucas Rodrigues M. Silva,Tottenham Hotspur,82,"RM, LM"
Gabriel Armando de Abreu,Valencia CF,82,"CB, RB"
Thomas Meunier,Paris Saint-Germain,82,"RB, RM"
Simone Zaza,Torino,82,ST
Alessandro  Florenzi,Roma,82,"RB, RW, CM"
Jesse Lingard,Manchester United,82,"CAM, RW, CM"
Daniel García Carrillo,Athletic Club de Bilbao,82,"CDM, CM"
Andrej Kramarić,TSG 1899 Hoffenheim,82,"ST, LW, RW"
Jean Michaël Seri,Fulham,82,"CM, CDM"
Iker Casillas Fernández,FC Porto,82,GK
Joaquín Sánchez Rodríguez,Real Betis,82,"RM, LM, ST"
Petr Čech,Arsenal,82,GK
Rune  Almenning Jarstein,Hertha BSC,82,GK
David Villa Sánchez,New York City FC,82,ST
Daniel Alves da Silva,Paris Saint-Germain,82,RB
Lucas Rodrigo Biglia,Milan,82,"CDM, CM"
Andrea Consigli,Sassuolo,82,GK
Laurent Koscielny,Arsenal,82,CB
Luis Antonio Valencia Mosquera,Manchester United,82,RB
Salvatore Sirigu,Torino,82,GK
Jardel Nivaldo Vieira,SL Benfica,82,CB
Ezequiel Marcelo Garay,Valencia CF,82,CB
José Andrés Guardado Hernández,Real Betis,82,"CM, CDM"
Daniel Wass,Valencia CF,82,"CM, RM, LM"
Iván Marcano Sierra,Roma,82,CB
Axel  Witsel,Borussia Dortmund,82,"CM, CDM"
Lars Bender,Bayer 04 Leverkusen,82,"RB, CDM, CM"
Olivier Giroud,Chelsea,82,ST
Federico Julián Fazio,Roma,82,CB
Vedran Ćorluka,Lokomotiv Moscow,82,CB
Adil Rami,Olympique de Marseille,82,CB
Ljubomir Fejsa,SL Benfica,82,CDM
Marco Parolo,Lazio,82,"CDM, CM"
Max Kruse,SV Werder Bremen,82,"CF, ST, CAM"
Jordan Brian Henderson,Liverpool,82,"CDM, CM"
Osvaldo Nicolás Fabián Gaitán,Dalian YiFang FC,82,CAM
Marko Arnautović,West Ham United,82,"ST, LM"
Sebastian Giovinco,Toronto FC,82,"CF, ST"
Aleksandar Kolarov,Roma,82,"LB, CB"
Kieran Trippier,Tottenham Hotspur,82,"RB, RWB"
Marlos Romero Bonfim,Shakhtar Donetsk,82,RM
Steven N'Kemboanza Mike Christopher Nzonzi,Roma,82,"CDM, CM"
Taison Barcellos Freda,Shakhtar Donetsk,82,"LM, CAM"
Giacomo Bonaventura,Milan,82,"CM, LW"
Pedro Eliezer Rodríguez Ledesma,Chelsea,82,"RW, LW"
Javier Matías Pastore,Roma,82,"CM, LW, RW"
Ander Herrera Agüera,Manchester United,82,"CM, CDM"
Idrissa Gana Gueye,Everton,82,"CDM, CM"
Mário Figueira Fernandes,PFC CSKA Moscow,82,"RWB, RM"
Kevin Kampl,RB Leipzig,82,"CM, CAM, CDM"
Jonathan Viera Ramos,Beijing Sinobo Guoan FC,82,"CAM, CM"
Francesco Acerbi,Lazio,82,CB
Allan Marques Loureiro,Napoli,82,CM
Edin Višća,Medipol Başakşehir FK,82,RM
Franco Vázquez,Sevilla FC,82,"CAM, CM, RW, LW"
Carlos Arturo Bacca Ahumada,Villarreal CF,82,ST
Jamie Vardy,Leicester City,82,ST
Raphael William Anjos Rochedo,Grêmio,82,GK
Juan Everton Mestres de Mesquita,Cruzeiro,82,"CB, CDM"
Rosberto J. Dourado Santos,Atlético Mineiro,82,"CDM, CM"
Marcus Rashford,Manchester United,81,"LW, ST, LM"
Alejandro Grimaldo García,SL Benfica,81,LB
Benjamin Mendy,Manchester City,81,"LB, LWB"
Abdoulaye Doucouré,Watford,81,"CDM, CM"
João Pedro Cavaco Cancelo,Juventus,81,RB
Iñaki Williams Arthuer,Athletic Club de Bilbao,81,"ST, RW, LW"
Jack Butland,Stoke City,81,GK
Ricardo Barbosa Pereira,Leicester City,81,"RB, RM, LB"
Gerónimo Rulli,Real Sociedad,81,GK
Andrew Robertson,Liverpool,81,LB
Pablo Fornals Malla,Villarreal CF,81,"CAM, CM, LM, RM"
Manuel Lanzini,West Ham United,81,"CAM, CM, LM"
Alphonse Areola,Paris Saint-Germain,81,GK
Jeison Fabián Murillo Cerón,Valencia CF,81,CB
Michy Batshuayi Tunga,Valencia CF,81,ST
Elseid Hysaj,Napoli,81,RB
Fabián Ruiz Peña,Napoli,81,"CM, CDM, CAM"
Roman Bürki,Borussia Dortmund,81,GK
Serge Aurier,Tottenham Hotspur,81,RB
Granit Xhaka,Arsenal,81,"CM, CDM"
Benjamin Lecomte,Montpellier HSC,81,GK
Šime Vrsaljko,Inter,81,"RB, LB"
Marcel Sabitzer,RB Leipzig,81,"CAM, ST"
Matija Nastasić,FC Schalke 04,81,CB
Antonio Rüdiger,Chelsea,81,CB
Ben Davies,Tottenham Hotspur,81,"LB, LWB"
Josef Alexander Martínez,Atlanta United,81,ST
João Mário Naval Costa Eduardo,Inter,81,"CAM, LW, CM, RM"
Stephan El Shaarawy,Roma,81,"LW, RW"
Jesús Corona,FC Porto,81,RM
Joël Andre Job Matip,Liverpool,81,CB
Jasper Cillessen,FC Barcelona,81,GK
Kevin Volland,Bayer 04 Leverkusen,81,"ST, RW, LW"
Gerard Deulofeu Lázaro,Watford,81,"RM, LM, RW"
Thorgan Hazard,Borussia Mönchengladbach,81,"LM, RM, CF"
Chris Smalling,Manchester United,81,CB
Xherdan Shaqiri,Liverpool,81,"RW, RM, CAM"
Dejan Lovren,Liverpool,81,CB
Pablo Sarabia García,Sevilla FC,81,"RM, LM, LB, RW"
Faouzi Ghoulam,Napoli,81,LB
Christoph Kramer,Borussia Mönchengladbach,81,"CDM, CM"
Jérémy Mathieu,Sporting CP,81,"CB, LB"
James Philip Milner,Liverpool,81,"CM, LB"
Raffael Caetano de Araújo,Borussia Mönchengladbach,81,"CF, ST"
Mario Gómez García,VfB Stuttgart,81,ST
Héctor Miguel Herrera López,FC Porto,81,CM
Manuel Henrique Tavares Fernandes,Lokomotiv Moscow,81,"LM, CAM"
Bafétimbi Gomis,Al Hilal,81,ST
Borja Valero Iglesias,Inter,81,"CAM, CDM"
João Filipe Iria Santos Moutinho,Wolverhampton Wanderers,81,"CM, CDM, CAM"
Gary Cahill,Chelsea,81,CB
Martin Škrtel,Fenerbahçe SK,81,CB
Renato  Soares de Oliveira Augusto,Beijing Sinobo Guoan FC,81,"CM, CAM, CDM, LM"
Carlos Alberto Vela Garrido,Los Angeles FC,81,"RW, LW, CAM, ST"
Domenico Criscito,Genoa,81,"LB, CB"
Antonio Candreva,Inter,81,RM
Łukasz Piszczek,Borussia Dortmund,81,"RB, CB"
Kevin-Prince Boateng,Sassuolo,81,"CM, ST, CAM, LM"
Pedro León Sánchez Gil,SD Eibar,81,"RM, LM"
Kévin Gameiro,Valencia CF,81,ST
Mathieu Valbuena,Fenerbahçe SK,81,"LW, LM, CAM"
Sven Bender,Bayer 04 Leverkusen,81,"CB, CDM"
Benedikt Höwedes,Lokomotiv Moscow,81,CB
Marcelo Antônio Guedes Filho,Olympique Lyonnais,81,CB
Adam David Lallana,Liverpool,81,CM
Anthony Modeste,Tianjin Quanjian FC,81,ST
Fernando Muslera,Galatasaray SK,81,GK
Diego Perotti,Roma,81,"LW, CF"
Bruno  Soriano Llido,Villarreal CF,81,"CM, CDM"
Gylfi Þór Sigurðsson,Everton,81,"CAM, LM, LW"
Lars Stindl,Borussia Mönchengladbach,81,CF
Fyodor Smolov,Lokomotiv Moscow,81,ST
Sebastian Rudy,FC Schalke 04,81,"CM, CDM, RB"
Givanildo Vieira de Souza,Shanghai SIPG FC,81,"RM, CAM"
Vicente Iborra de la Fuente,Leicester City,81,"CDM, CM, CAM"
Vicente Guaita Panadero,Crystal Palace,81,GK
Eduardo Antonio Salvio,SL Benfica,81,RW
Maicon Pereira Roque,Galatasaray SK,81,CB
Gary Alexis Medel Soto,Beşiktaş JK,81,"CDM, CB"
Simone Verdi,Napoli,81,"RW, CAM"
Charles Mariano Aránguiz Sandoval,Bayer 04 Leverkusen,81,"CM, CDM"
Wissam Ben Yedder,Sevilla FC,81,"ST, CAM, LM"
Víctor Machín Pérez,Atlético Madrid,81,"LM, RM"
Josip Iličić,Atalanta,81,"CF, CAM"
Salif Sané,FC Schalke 04,81,"CB, CDM"
José Luis Morales Nogales,Levante UD,81,"LM, RM, ST"
Laureano Thomas Santeiro Marre,Fluminense,81,"CAM, LW"
Matthijs de Ligt,Ajax,80,CB
Álvaro Odriozola Arzalluz,Real Madrid,80,RB
Arkadiusz Milik,Napoli,80,ST
Piotr Zieliński,Napoli,80,CM
Thomas Strakosha,Lazio,80,GK
Mikel Oyarzabal Ugarte,Real Sociedad,80,"LW, LM, RW"
Carlos Soler Barragán,Valencia CF,80,"RM, CM, CAM"
Ángel Correa,Atlético Madrid,80,"RM, ST"
Mattia Caldara,Milan,80,CB
Hirving Rodrigo Lozano Bahena,PSV,80,"RW, LW"
Julian Weigl,Borussia Dortmund,80,"CDM, CM"
Giovani Lo Celso,Real Betis,80,"CM, CAM, CDM"
Benjamin Pavard,VfB Stuttgart,80,"CB, RB, CDM"
Nélson Cabral Semedo,FC Barcelona,80,RB
Alex Oxlade-Chamberlain,Liverpool,80,"CM, RM"
Héctor Bellerín Moruno,Arsenal,80,"RB, RWB"
John Anthony Brooks,VfL Wolfsburg,80,CB
Leandro Paredes,Argentina,80,"CM, CDM"
Emre Can,Juventus,80,"CM, CDM"
Morgan Sanson,Olympique de Marseille,80,"CM, CDM, CAM"
André Filipe Tavares Gomes,Everton,80,"CM, LM, RM"
Santiago Mina Lorenzo,Valencia CF,80,"ST, LW, RW"
Marcos Paulo Mesquita Lopes,AS Monaco,80,"RM, LM"
Keita Baldé,Inter,80,"RM, ST, LM"
Tiémoué Bakayoko,Milan,80,"CDM, CM"
Mariano Díaz Mejía,Real Madrid,80,ST
Cristian David Pavón,Boca Juniors,80,"RW, ST, RM, LW"
Onyinye Wilfred Ndidi,Leicester City,80,"CDM, CM"
Maximiliano Gómez,RC Celta,80,ST
Eric Dier,Tottenham Hotspur,80,"CDM, CB"
Sergio Rico González,Fulham,80,GK
Hakan Çalhanoğlu,Milan,80,"LW, CAM"
Kerem Demirbay,TSG 1899 Hoffenheim,80,"CAM, CM"
Franco Cervi,SL Benfica,80,LW
Miguel Almirón,Atlanta United,80,CAM
Iker Muniain Goñi,Athletic Club de Bilbao,80,"LW, CAM, RW, LM"
Jeroen Zoet,PSV,80,GK
Ricardo Rodríguez,Milan,80,"LB, CB"
James Tarkowski,Burnley,80,CB
Nick Pope,Burnley,80,GK
Sead Kolašinac,Arsenal,80,"LB, LWB, LM"
Marcelo Brozović,Inter,80,"CDM, CAM, CM"
Matteo Politano,Inter,80,"LW, ST, RW"
Fabián Balbuena,West Ham United,80,CB
Victor Wanyama,Tottenham Hotspur,80,"CDM, CM"
Jack Wilshere,West Ham United,80,"CM, CAM, CDM"
Kevin Vogt,TSG 1899 Hoffenheim,80,CB
Vincent Paté Aboubakar,FC Porto,80,ST
Djibril Sidibé,AS Monaco,80,"RB, LB"
Alassane Pléa,Borussia Mönchengladbach,80,"ST, RW"
Matthias Ginter,Borussia Mönchengladbach,80,"CB, CDM"
Erik Lamela,Tottenham Hotspur,80,"RM, LM"
Mamadou Sakho,Crystal Palace,80,CB
Ignacio Camacho Barnola,VfL Wolfsburg,80,"CDM, CM, CB"
Kevin Trapp,Eintracht Frankfurt,80,GK
Nathaniel Edwin Clyne,Liverpool,80,RB
Adem Ljajić,Beşiktaş JK,80,"CAM, LW"
Mario Gaspar Pérez Martínez,Villarreal CF,80,"RB, CB"
Cenk Tosun,Everton,80,ST
Hugo Mallo Novegil,RC Celta,80,RB
Phil Jones,Manchester United,80,CB
Luis Fernando Muriel Fruto,Sevilla FC,80,ST
Mark Uth,FC Schalke 04,80,"ST, RW, RM"
Jannik Vestergaard,Southampton,80,CB
Cristian Portugués Manzanera,Girona FC,80,"RM, ST"
Bernard  Anício Caldeira Duarte,Everton,80,LM
Matias Vecino,Inter,80,"CDM, CM"
Karl Brillant Toko Ekambi,Villarreal CF,80,"ST, LW, LM"
Marcos Javier Acuña,Sporting CP,80,"LM, LB, RM"
Gnégnéri Yaya Touré,Olympiacos CFP,80,"CM, CDM"
Stefano Sorrentino,Chievo Verona,80,GK
Fernando José Torres Sanz,Sagan Tosu,80,ST
Wayne Mark Rooney,DC United,80,ST
Stephan Lichtsteiner,Arsenal,80,"RB, RM"
Miguel Ángel Moyá Rumbo,Real Sociedad,80,GK
Bastian Schweinsteiger,Chicago Fire,80,"CM, CB, CDM"
Luís Carlos Almeida da Cunha,Sporting CP,80,"LM, RM, CAM"
Darijo Srna,Cagliari,80,RB
Antonio Mirante,Roma,80,GK
Javier Alejandro Mascherano,Hebei China Fortune FC,80,"CDM, CB"
Santiago Cazorla González,Villarreal CF,80,"CM, CDM, LM"
Diego López Rodríguez,RCD Espanyol,80,GK
Juan Francisco Torres Belén,Atlético Madrid,80,RB
Igor Denisov,Lokomotiv Moscow,80,CDM
Igor Akinfeev,PFC CSKA Moscow,80,GK
Ashley Young,Manchester United,80,"LB, LWB, RB"
André-Pierre Gignac,Tigres U.A.N.L.,80,ST
Andreas Granqvist,Sweden,80,CB
Dante Bonfim da Costa Santos,OGC Nice,80,CB
Loïc Perrin,AS Saint-Étienne,80,CB
Fabio Quagliarella,Sampdoria,80,ST
Tom Heaton,Burnley,80,GK
Lassana Diarra,Paris Saint-Germain,80,"CDM, CB"
