Name,club,overall,player_positions
Javier Matías Pastore,Paris Saint-Germain,85,"CM, LW, RW"
Javier Alejandro Mascherano,FC Barcelona,85,"CB, CDM"
Daniel Alves da Silva,Juventus,85,RB
Steve Mandanda,Crystal Palace,85,GK
Filipe Luís Kasmirski,Atlético Madrid,85,LB
Laurent Koscielny,Arsenal,85,CB
Stéphane Ruffier,AS Saint-Étienne,85,GK
Marek Hamšík,Napoli,85,CM
Claudio Andrés Bravo Muñoz,Manchester City,85,GK
Edinson Roberto Cavani Gómez,Paris Saint-Germain,85,"ST, LW"
Willian Borges da Silva,Chelsea,85,"RM, CAM"
Osvaldo Nicolás Fabián Gaitán,Atlético Madrid,85,LM
Nicolás Hernán Otamendi,Manchester City,85,CB
Henrikh Mkhitaryan,Manchester United,85,"RM, LM, CAM"
Keylor Navas,Real Madrid,85,GK
Raphaël Varane,Real Madrid,84,CB
Romelu Lukaku,Everton,84,ST
Harry Kane,Tottenham Hotspur,84,ST
André Filipe Tavares Gomes,FC Barcelona,84,"CM, LM, CAM, CDM"
Christian  Dannemann Eriksen,Tottenham Hotspur,84,"CAM, LM"
Jorge Resurrección Merodio,Atlético Madrid,84,"CM, LM, RM"
Francisco Román Alarcón Suárez,Real Madrid,84,"CAM, CM, RM"
William Silva de Carvalho,Sporting CP,84,CDM
Aymeric  Laporte,Athletic Club de Bilbao,84,CB
Aaron Ramsey,Arsenal,84,"CM, CDM, RW"
Thiago Alcântara do Nascimento,FC Bayern München,84,"CM, CAM, CDM, LM"
Alex Sandro Lobo Silva,Juventus,84,"LB, LM"
Mario Götze,Borussia Dortmund,84,"CAM, LM, CM"
Kostas Manolas,Roma,84,CB
Granit Xhaka,Arsenal,84,CM
Julian Draxler,VfL Wolfsburg,84,"CAM, LM, RM"
Grzegorz Krychowiak,Paris Saint-Germain,84,CDM
Javier Martínez Aginaga,FC Bayern München,84,"CB, CDM"
Yann Sommer,Borussia Mönchengladbach,84,GK
Rui Pedro dos Santos Patrício,Sporting CP,84,GK
Ralf Fährmann,FC Schalke 04,84,GK
Ömer Toprak,Bayer 04 Leverkusen,84,CB
Chris Smalling,Manchester United,84,CB
Douglas Costa de Souza,FC Bayern München,84,"LM, RM, CAM"
John Terry,Chelsea,84,CB
Gnégnéri Yaya Touré,Manchester City,84,"CM, CDM, CAM"
José Manuel  Reina Páez,Napoli,84,GK
Xabier Alonso Olano,FC Bayern München,84,"CDM, CM"
Wayne Mark Rooney,Manchester United,84,"CAM, ST, CM"
Aritz Aduriz Zubeldia,Athletic Club de Bilbao,84,ST
Arda Turan,FC Barcelona,84,"CM, RM, LM"
Joe Hart,Torino,84,GK
Hatem Ben Arfa,Paris Saint-Germain,84,"CAM, ST, RM, RW"
Ezequiel Marcelo Garay,Valencia CF,84,CB
Daniel Andre Sturridge,Liverpool,84,"ST, RW"
Ronaldo  Aparecido Rodrigues,FC Schalke 04,84,CB
Sokratis Papastathopoulos,Borussia Dortmund,84,CB
Jonas Gonçalves Oliveira,SL Benfica,84,ST
Juan Manuel Mata García,Manchester United,84,"CAM, RM, CM"
Radja Nainggolan,Roma,84,CM
Éver Maximiliano David Banega,Inter,84,CAM
Benedikt Höwedes,FC Schalke 04,84,"CB, RB, LB"
David Luiz Moreira Marinho,Chelsea,84,CB
César Azpilicueta Tanco,Chelsea,84,"LB, RB"
Nemanja Matić,Chelsea,84,CDM
Carlos Arturo Bacca Ahumada,Milan,84,ST
Shkodran Mustafi,Arsenal,83,CB
Marc-André ter Stegen,FC Barcelona,83,GK
Serge Aurier,Paris Saint-Germain,83,"RB, CB"
Mattia Perin,Genoa,83,GK
João Mário Naval Costa Eduardo,Inter,83,"RM, CM"
José María Giménez de Vargas,Atlético Madrid,83,CB
Mateo Pablo Musacchio,Villarreal CF,83,CB
Oscar dos Santos Emboaba Júnior,Chelsea,83,"CAM, LM"
Anthony Lopes,Olympique Lyonnais,83,GK
Kevin Trapp,Paris Saint-Germain,83,GK
Ricardo Rodríguez,VfL Wolfsburg,83,LB
Daniel Carvajal Ramos,Real Madrid,83,RB
Lorenzo Insigne,Napoli,83,"LW, CAM"
Lars Bender,Bayer 04 Leverkusen,83,"CDM, CM"
Yacine Brahimi,FC Porto,83,LW
Yevhen Konoplyanka,FC Schalke 04,83,LM
Karim Bellarabi,Bayer 04 Leverkusen,83,RM
Ricardo Andrade Quaresma Bernardo,Beşiktaş JK,83,"RM, LM"
Daniel Miguel Alves Gomes,Zenit St. Petersburg,83,"CAM, LW"
Júlio César Soares de Espíndola,SL Benfica,83,GK
Daniele De Rossi,Roma,83,CDM
Per Mertesacker,Arsenal,83,CB
Stephan Lichtsteiner,Juventus,83,"RB, RM"
Jérémy Toulalan,FC Girondins de Bordeaux,83,CDM
Bastian Schweinsteiger,Manchester United,83,"CM, CDM"
Luís Carlos Almeida da Cunha,Valencia CF,83,"LW, RW, CAM"
Wesley Sneijder,Galatasaray SK,83,CAM
Vincent Enyeama,LOSC Lille,83,GK
Gonzalo Javier Rodríguez,Fiorentina,83,CB
Carlos Alberto Tevez,Boca Juniors,83,ST
Juan Francisco Torres Belén,Atlético Madrid,83,RB
Borja Valero Iglesias,Fiorentina,83,"CAM, CM, CF"
João Filipe Iria Santos Moutinho,AS Monaco,83,"CAM, CDM"
Andrea Consigli,Sassuolo,83,GK
Leighton Baines,Everton,83,LB
Lassana Diarra,Olympique de Marseille,83,"CDM, CM"
Ashley Williams,Everton,83,CB
Gary Cahill,Chelsea,83,CB
Diego Alves Carreira,Valencia CF,83,GK
José Miguel da Rocha Fonte,Southampton,83,CB
Asmir Begović,Chelsea,83,GK
Jan Vertonghen,Tottenham Hotspur,83,CB
Dries Mertens,Napoli,83,LW
Kévin Gameiro,Atlético Madrid,83,ST
Medhi Amine El Mouttaqi Benatia,Juventus,83,CB
Javier Hernández Balcázar,Bayer 04 Leverkusen,83,ST
Olivier Giroud,Arsenal,83,ST
Sami Khedira,Juventus,83,"CM, CDM"
Ivan Perišić,Inter,83,"LM, RM, CAM"
Mario Mandžukić,Juventus,83,ST
Fernando Muslera,Galatasaray SK,83,GK
Bruno  Soriano Llido,Villarreal CF,83,CM
Sebastian Giovinco,Toronto FC,83,"CF, ST"
Luiz Gustavo Dias,VfL Wolfsburg,83,"CDM, CM"
香川 真司,Borussia Dortmund,83,"CAM, CF"
Pedro Eliezer Rodríguez Ledesma,Chelsea,83,"LM, LW, RW"
Kamil Glik,AS Monaco,83,CB
Danijel Subašić,AS Monaco,83,GK
Gary Alexis Medel Soto,Inter,83,"CDM, CM"
Manuel Agudo Durán,Manchester City,83,LW
Islam Slimani,Leicester City,83,ST
Anthony Martial,Manchester United,82,"LM, ST"
Eric Bailly,Manchester United,82,CB
Jack Butland,Stoke City,82,GK
Gerónimo Rulli,Real Sociedad,82,GK
Stefan de Vrij,Lazio,82,CB
Timo Horn,1. FC Köln,82,GK
Raheem Sterling,Manchester City,82,"LM, ST"
Marcos  Aoás Corrêa,Paris Saint-Germain,82,"CB, RB"
Yannick Ferreira Carrasco,Atlético Madrid,82,"LM, RM"
Carlos Henrique Venancio Casimiro,Real Madrid,82,CDM
Danilo Luís Hélio Pereira,FC Porto,82,CDM
Mauro Emanuel Icardi Rivero,Inter,82,ST
Loris Karius,Liverpool,82,GK
Samuel Umtiti,FC Barcelona,82,CB
Xherdan Shaqiri,Stoke City,82,"RM, CAM, LM, RW"
Álvaro Borja Morata Martín,Real Madrid,82,"ST, LW"
Roberto Firmino Barbosa de Oliveira,Liverpool,82,"CF, ST, CAM"
Stefan Savić,Atlético Madrid,82,CB
Domenico Berardi,Sassuolo,82,RW
Bojan Krkíc Pérez,Stoke City,82,"CAM, ST, RW"
Jack Wilshere,Bournemouth,82,"CM, CDM, CAM"
Lucas Rodrigues M. Silva,Paris Saint-Germain,82,"RW, LW"
Kalidou Koulibaly,Napoli,82,CB
Alessandro  Florenzi,Roma,82,"RB, RW, CM"
Marco Sportiello,Atalanta,82,GK
Morgan Schneiderlin,Manchester United,82,"CDM, CM"
Dejan Lovren,Liverpool,82,CB
Joël Andre Job Matip,Liverpool,82,CB
Axel  Witsel,Zenit St. Petersburg,82,"CM, CDM"
Sven Bender,Borussia Dortmund,82,"CB, CDM"
Simon Thorup Kjær,Fenerbahçe SK,82,CB
Séamus Coleman,Everton,82,RB
Mamadou Sakho,Liverpool,82,CB
Adrien Sebastian Perruchet Silva,Sporting CP,82,CM
Steven N'Kemboanza Mike Christopher Nzonzi,Sevilla FC,82,"CDM, CM"
Daniel Parejo Muñoz,Valencia CF,82,"CM, CDM, CAM"
Ander Herrera Agüera,Manchester United,82,"CM, CAM"
Víctor Machín Pérez,Sevilla FC,82,"RM, LM"
Iker Casillas Fernández,FC Porto,82,GK
Andrea Pirlo,New York City FC,82,"CM, CDM"
Thiago Motta,Paris Saint-Germain,82,CDM
Patrice Evra,Juventus,82,"LB, LM"
Phil Jagielka,Everton,82,CB
Víctor Valdés Arribas,Middlesbrough,82,GK
David Villa Sánchez,New York City FC,82,ST
Ricardo Izecson dos Santos Leite,Orlando City SC,82,"CAM, CF"
Federico Marchetti,Lazio,82,GK
Pablo Javier Zabaleta Girod,Manchester City,82,RB
Raffael Caetano de Araújo,Borussia Mönchengladbach,82,"CF, ST"
Gabriel Fernández Arenas,Atlético Madrid,82,"CM, CDM"
Mario Gómez García,VfL Wolfsburg,82,ST
André-Pierre Gignac,Tigres U.A.N.L.,82,ST
Raúl Albiol Tortajada,Napoli,82,CB
Benoît Costil,Stade Rennais FC,82,GK
Lucas Rodrigo Biglia,Lazio,82,"CDM, CM"
Loïc Perrin,AS Saint-Étienne,82,CB
Michael Krohn-Dehli,Sevilla FC,82,"CM, LM, CAM"
Moussa Sidi Yaya Dembélé,Tottenham Hotspur,82,"CM, CDM"
Bacary Sagna,Manchester City,82,RB
Samir Nasri,Sevilla FC,82,"LM, RM"
Martin Škrtel,Fenerbahçe SK,82,CB
Gonzalo Castro Randon,Borussia Dortmund,82,"CM, CDM, RM"
Emiliano Viviano,Sampdoria,82,GK
Salvatore Sirigu,Sevilla FC,82,GK
Jardel Nivaldo Vieira,SL Benfica,82,CB
José Andrés Guardado Hernández,PSV,82,"CM, CDM"
Łukasz Piszczek,Borussia Dortmund,82,"RB, CB"
Beñat Etxebarria Urkiaga,Athletic Club de Bilbao,82,CM
Vedran Ćorluka,Lokomotiv Moscow,82,CB
Adil Rami,Sevilla FC,82,CB
Orestis Karnezis,Udinese,82,GK
Marko Arnautović,Stoke City,82,"LM, RM, LW"
Gylfi Þór Sigurðsson,Swansea City,82,"CAM, CF"
Giacomo Bonaventura,Milan,82,"LM, CM"
Vicente Iborra de la Fuente,Sevilla FC,82,"CDM, CAM, CM"
Juan Cuadrado,Juventus,82,RM
Franco Vázquez,Sevilla FC,82,"CAM, ST, RW, CM"
Jamie Vardy,Leicester City,82,"ST, LW, LM"
Alphonse Areola,Paris Saint-Germain,81,GK
Ross Barkley,Everton,81,CAM
Luke Shaw,Manchester United,81,LB
Marco Asensio Willemsen,Real Madrid,81,"CAM, LM, RM"
Layvin Kurzawa,Paris Saint-Germain,81,LB
Gerard Deulofeu Lázaro,Everton,81,"RM, RW, ST"
Kingsley Coman,FC Bayern München,81,"LW, ST, RW"
Bernardo Mota Veiga de Carvalho e Silva,AS Monaco,81,"RM, CAM, CM"
Oğuzhan Özyakup,Beşiktaş JK,81,CM
Francisco Alcácer García,FC Barcelona,81,ST
Niklas Süle,TSG 1899 Hoffenheim,81,CB
Nabil Fekir,Olympique Lyonnais,81,"RW, ST"
Stephan El Shaarawy,Roma,81,LW
Michy Batshuayi Tunga,Chelsea,81,ST
Mohamed  Salah Ghaly,Roma,81,RW
Nikola Maksimović,Napoli,81,CB
Erik Lamela,Tottenham Hotspur,81,"RM, LM"
Nathaniel Edwin Clyne,Liverpool,81,"RB, RWB"
Manolo Gabbiadini,Napoli,81,"ST, CAM"
Cédric Bakambu,Villarreal CF,81,"ST, LM, RM"
Kevin Volland,Bayer 04 Leverkusen,81,"ST, RW, LW"
Íñigo Martínez Berridi,Real Sociedad,81,CB
Luiz Frello Filho Jorge,Napoli,81,CM
Quincy Anton Promes,Spartak Moscow,81,"RM, ST"
N'Golo Kanté,Chelsea,81,"CM, CDM"
Georginio Wijnaldum,Liverpool,81,"CAM, CM, LM"
Ignacio Camacho Barnola,Málaga CF,81,"CDM, CM"
James McCarthy,Everton,81,"CDM, CM"
Kyle Walker,Tottenham Hotspur,81,RB
Roman Bürki,Borussia Dortmund,81,GK
Francis Coquelin,Arsenal,81,"CDM, CM"
Roberto Pereyra,Watford,81,"CM, CAM"
Patrick Herrmann,Borussia Mönchengladbach,81,"RM, LM"
Marc Bartra Aregall,Borussia Dortmund,81,CB
Lucas Vázquez Iglesias,Real Madrid,81,"RM, RW"
Kasper Schmeichel,Leicester City,81,GK
Sergio  Asenjo Andrés,Villarreal CF,81,GK
Mapou Yanga-M'Biwa,Olympique Lyonnais,81,CB
Jordan Brian Henderson,Liverpool,81,"CM, CDM, RM"
Christian Benteke Liolo,Crystal Palace,81,ST
Mikel San José Domínguez,Athletic Club de Bilbao,81,"CDM, CB, CM"
Paulo Henrique Chagas de Lima,Sevilla FC,81,"CAM, CM"
Alan Dzagoev,PFC CSKA Moscow,81,"CM, CDM, LM"
Nicolas N'Koulou,Olympique Lyonnais,81,CB
Kevin Strootman,Roma,81,CM
Daley Blind,Manchester United,81,"CB, LB, CDM"
André Schürrle,Borussia Dortmund,81,"LM, RM, ST"
Allan Marques Loureiro,Napoli,81,CM
Jasper Cillessen,FC Barcelona,81,GK
Bruno da Silva Peres,Roma,81,RWB
Stevan Jovetić,Inter,81,"ST, CAM"
Ron-Robert Zieler,Leicester City,81,GK
Onur Recep Kıvrak,Trabzonspor,81,GK
Daniel Filipe Martins Carriço,Sevilla FC,81,"CB, CDM"
Ander Iturraspe Derteano,Athletic Club de Bilbao,81,"CDM, CM"
Wilfried Guemiand Bony,Stoke City,81,ST
Óscar de Marcos Arana,Athletic Club de Bilbao,81,"RB, RW"
Maxime Gonalons,Olympique Lyonnais,81,"CDM, CB"
Víctor Ruíz Torre,Villarreal CF,81,CB
Luís Miguel Afonso Fernandes,SL Benfica,81,"RM, CM"
André Filipe Brás André,FC Porto,81,CM
Francesco Acerbi,Sassuolo,81,CB
Oleg Shatov,Zenit St. Petersburg,81,"LM, CAM, LW"
Tiago Cardoso Mendes,Atlético Madrid,81,"CM, CDM"
Robin van Persie,Fenerbahçe SK,81,ST
Tomáš  Rosický,Czech Republic,81,"CAM, CM, RM"
Samuel Eto'o Fils,Antalyaspor,81,ST
Steven  Gerrard,LA Galaxy,81,"CM, CDM"
Tim Howard,Colorado Rapids,81,GK
Michael Carrick,Manchester United,81,"CDM, CM"
Didier Yves Drogba Tébily,Montreal Impact,81,ST
Fernando José Torres Sanz,Atlético Madrid,81,ST
Miguel Ángel Moyá Rumbo,Atlético Madrid,81,GK
Jérémy Mathieu,FC Barcelona,81,"CB, LB"
Rubén Castro Martín,Real Betis,81,"ST, LW"
Cédric Carrasso,FC Girondins de Bordeaux,81,GK
René Adler,Hamburger SV,81,GK
Fernando Luiz Rosa,Manchester City,81,"CM, CDM"
James Philip Milner,Liverpool,81,"CM, RM, LB"
Darijo Srna,Shakhtar Donetsk,81,RB
Antonio Mirante,Bologna,81,GK
Diego López Rodríguez,RCD Espanyol,81,GK
Klaas-Jan Huntelaar,FC Schalke 04,81,ST
Roman Eremenko,PFC CSKA Moscow,81,CAM
Thomas Vermaelen,Roma,81,"CB, LB"
Salomon Armand Magloire Kalou,Hertha BSC,81,"LM, ST, CAM"
Theo  Walcott,Arsenal,81,"LM, ST, RW, RM"
Radamel Falcao García Zárate,AS Monaco,81,ST
Yohan Cabaye,Crystal Palace,81,"CDM, CM"
Carlos Alberto Vela Garrido,Real Sociedad,81,"RW, ST, CAM"
Ryan Shawcross,Stoke City,81,CB
Raúl García Escudero,Athletic Club de Bilbao,81,CAM
Kevin Mirallas,Everton,81,"LM, RM, LW"
Davide Astori,Fiorentina,81,CB
Antonio Candreva,Inter,81,"RW, CAM"
Augusto Matías Fernández,Atlético Madrid,81,"CM, CDM"
Bryan Ruiz González,Sporting CP,81,"LM, ST, CAM"
Adelino André Vieira de Freitas,VfL Wolfsburg,81,"RM, RB"
Ignacio Monreal Eraso,Arsenal,81,LB
Benoît Trémoulinas,Sevilla FC,81,LB
Miguel Arturo Layún Prado,FC Porto,81,LB
Loïc Rémy,Crystal Palace,81,ST
Adam David Lallana,Liverpool,81,"CAM, CM, CF"
Konstantinos Mitroglou,SL Benfica,81,ST
Marco Parolo,Lazio,81,CM
José María Callejón Bueno,Napoli,81,RW
本田 圭佑,Milan,81,"RM, CAM"
Lars Stindl,Borussia Mönchengladbach,81,"CF, CAM"
Igor Smolnikov,Zenit St. Petersburg,81,"RB, RW"
José Paulo Bezzera Maciel Júnior,Brazil,81,"CM, CDM"
Taison Barcellos Freda,Shakhtar Donetsk,81,"CAM, LW"
Fabián Orellana,RC Celta,81,"RW, CAM, CM"
Iago Aspas Juncal,RC Celta,81,"ST, RW"
Lucas Pérez Martínez,Arsenal,81,ST
Bamidele Alli,Tottenham Hotspur,80,"CAM, CDM, LM"
Kurt Happy Zouma,Chelsea,80,CB
Saúl Ñíguez Esclápez,Atlético Madrid,80,"CM, RM, CAM, LM"
Mauricio Lemos Merladet,UD Las Palmas,80,CB
Jesús Corona,FC Porto,80,RW
Jesé Rodríguez Ruíz,Paris Saint-Germain,80,"LW, RW, ST"
Memphis Depay,Manchester United,80,"LM, LW"
Denis Suárez Fernández,FC Barcelona,80,"LM, RM, CM"
Samuel Castillejo Azuaga,Villarreal CF,80,"LM, RM"
Max  Meyer,FC Schalke 04,80,"CAM, LM, CM"
Thimothée Kolodziejczak,Sevilla FC,80,"CB, LB"
Sergio Gontán Gallardo,Málaga CF,80,"RM, RW"
Emre Can,Liverpool,80,"CM, CDM, CB"
Sofiane Boufal,Southampton,80,"LW, RW, CAM"
Alisson Ramses Becker,Roma,80,GK
Iñaki Williams Dannis,Athletic Club de Bilbao,80,"RW, LW"
Rafael Alexandre Fernandes Ferreira da Silva,SL Benfica,80,LM
Hugo Mallo Novegil,RC Celta,80,"RB, CB"
Borja González Tomás,Swansea City,80,ST
Rafael Alcântara do Nascimento,FC Barcelona,80,"CM, RW, LW, CDM"
Paul-Georges Ntep de Madiba,Stade Rennais FC,80,"LM, LW"
Matija Nastasić,FC Schalke 04,80,CB
Manuel Trigueros Muñoz,Villarreal CF,80,"CM, CAM"
Sergio Rico González,Sevilla FC,80,GK
Filip Kostić,Hamburger SV,80,LM
José Luís Gayà Peña,Valencia CF,80,LB
Daniel Nii Tackie Mensah Welbeck,Arsenal,80,"ST, LM"
Jeroen Zoet,PSV,80,GK
Mario Gaspar Pérez Martínez,Villarreal CF,80,RB
Jeffrey Bruma,VfL Wolfsburg,80,CB
Riccardo Saponara,Empoli,80,CAM
Jeison Fabián Murillo Cerón,Inter,80,CB
Davy Klaassen,Ajax,80,"CAM, CM"
Hakan Çalhanoğlu,Bayer 04 Leverkusen,80,"CAM, LM, CM"
Hakim Ziyech,Ajax,80,"CAM, RW"
Danny Drinkwater,Leicester City,80,CM
Eliaquim Mangala,Valencia CF,80,CB
Ciro Immobile,Lazio,80,ST
Mário Figueira Fernandes,PFC CSKA Moscow,80,RB
Yaroslav Rakitskyi,Shakhtar Donetsk,80,CB
Danilo Luiz da Silva,Real Madrid,80,"RB, LB"
Wissam Ben Yedder,Sevilla FC,80,"ST, CF"
Simone Zaza,West Ham United,80,ST
André Martín Carrillo Díaz,SL Benfica,80,"RM, LM"
Joël Veltman,Ajax,80,"CB, RB"
Héctor Miguel Herrera López,FC Porto,80,CM
Danny Rose,Tottenham Hotspur,80,LB
Sidnei Rechel da Silva Júnior,Deportivo de La Coruña,80,CB
Matteo Darmian,Manchester United,80,"RB, LB"
Giuliano Victor de Paula,Zenit St. Petersburg,80,"CAM, RM"
Kieran  Gibbs,Arsenal,80,LB
Rémy Cabella,Olympique de Marseille,80,"CAM, RM, LM"
Oliver Baumann,TSG 1899 Hoffenheim,80,GK
Daniel Didavi,VfL Wolfsburg,80,"CAM, CM"
Kevin Kampl,Bayer 04 Leverkusen,80,"CM, RM, CDM"
Aymen Abdennour,Valencia CF,80,CB
Josuha Guilavogui,VfL Wolfsburg,80,"CDM, CM"
Sebastian Rode,Borussia Dortmund,80,"CDM, CM"
Jonas Hector,1. FC Köln,80,"LB, CDM"
Jonathan dos Santos Ramírez,Villarreal CF,80,"RM, CM, CDM"
Daniel Wass,RC Celta,80,"CM, CAM"
Alexandre Rodrigues da Silva,Villarreal CF,80,ST
Angelo Obinze Ogbonna,West Ham United,80,CB
Sofiane Feghouli,West Ham United,80,"RW, RM"
Kwadwo Asamoah,Juventus,80,"CM, LM"
José Salomón Rondón Giménez,West Bromwich Albion,80,ST
Jonathan Viera Ramos,UD Las Palmas,80,"LM, CAM, RM"
Robbie Keane,LA Galaxy,80,ST
Francesco Totti,Roma,80,"CF, ST"
Gareth Barry,Everton,80,CDM
Stefano Sorrentino,Chievo Verona,80,GK
Jermain  Defoe,Sunderland,80,ST
Carlos Idriss Kameni,Málaga CF,80,GK
Selçuk İnan,Galatasaray SK,80,"CM, CDM"
Mehmet Topal,Fenerbahçe SK,80,"CDM, CM, CB"
Atiba Hutchinson,Beşiktaş JK,80,"CDM, CM"
Daniel Baier,FC Augsburg,80,CDM
Michel Vorm,Tottenham Hotspur,80,GK
Robert Huth,Leicester City,80,CB
Francisco Guillermo Ochoa Magaña,Granada CF,80,GK
Andriy Pyatov,Shakhtar Donetsk,80,GK
Alejandro Darío Gómez,Atalanta,80,LW
José Ernesto Sosa,Milan,80,"CAM, RM"
Volkan Demirel,Fenerbahçe SK,80,GK
Álvaro Negredo Sánchez,Middlesbrough,80,ST
Jesús Navas González,Manchester City,80,RM
Roberto Soldado Rillo,Villarreal CF,80,ST
Igor Akinfeev,PFC CSKA Moscow,80,GK
Lukas Podolski,Galatasaray SK,80,"RM, ST, LM"
Gaël Clichy,Manchester City,80,LB
Michael Bradley,Toronto FC,80,"CDM, CM"
Andreas Granqvist,FC Krasnodar,80,CB
Dante Bonfim da Costa Santos,OGC Nice,80,CB
Mathieu Debuchy,Arsenal,80,RB
Ben Foster,West Bromwich Albion,80,GK
Graziano Pellè,Italy,80,ST
Łukasz Fabiański,Swansea City,80,GK
Gustavo Daniel Cabral Cáceres,RC Celta,80,CB
Dušan Basta,Lazio,80,"RB, RM"
Luis Antonio Valencia Mosquera,Manchester United,80,"RB, RM"
Gervais Lombe Yao Kouassi,Côte d'Ivoire,80,"LW, RW"
Nuri Şahin,Borussia Dortmund,80,"CDM, CM"
Fábio Alexandre da Silva Coentrão,Real Madrid,80,"LB, LM"
Jorge Andújar Moreno,FC Schalke 04,80,"RB, RM"
Leandro Castán da Silva,Torino,80,CB
Cristian Daniel Ansaldi,Inter,80,"LB, RM"
Héctor Alfredo Moreno Herrera,PSV,80,CB
Lucas  Pezzini Leiva,Liverpool,80,"CDM, CM, CB"
Winston  Reid,West Ham United,80,CB
André Ayew Pelé,West Ham United,80,"RM, LM, ST, RW"
Marcus Berg,Panathinaikos FC,80,"ST, CF"
Marcelo Alfonso Díaz Rojas,RC Celta,80,"CM, CDM"
Serdar Taşçı,Spartak Moscow,80,CB
Antonio Adán Garrido,Real Betis,80,GK
Eder Citadin Martins,Inter,80,"ST, LW"
Branislav Ivanović,Chelsea,80,"RB, CB"
Anderson Hernanes de Carvalho Andrade,Juventus,80,"CM, CAM, CDM"
Luiz Rhodolfo Dini Gaioto,Beşiktaş JK,80,CB
Edin Džeko,Roma,80,ST
Anthony Modeste,1. FC Köln,80,ST
Maximiliano Pereira,FC Porto,80,RB
Aurélien Chedjou,Galatasaray SK,80,"CB, CDM"
Ljubomir Fejsa,SL Benfica,80,CDM
Moussa Sissoko,Tottenham Hotspur,80,"RM, CAM"
Max Kruse,SV Werder Bremen,80,"CF, ST, CAM"
Roberto Jiménez Gago,RCD Espanyol,80,GK
